Word,Count
<returns>Success,10
<returns>`OptionAsync&lt;TryOptionAsync&lt;A&gt;&gt;`,10
stateds,10
<returns>`Option&lt;TryOptionAsync&lt;A&gt;&gt;`,10
\name="\None"\>Action\,10
(Select,10
\name="\A"\>Value\,10
longest,10
<returns>`Set&lt;OptionUnsafe&lt;B&gt;&gt;`,10
<returns>`IEnumerable&lt;Set&lt;B&gt;&gt;`,10
implicit,10
<returns>`Try&lt;Set&lt;B&gt;&gt;`,10
String,10
<returns>`Option&lt;Try&lt;B&gt;&gt;`,10
pi,10
<returns>`TryOptionAsync&lt;OptionAsync&lt;A&gt;&gt;`,10
<returns>`Task&lt;Task&lt;A&gt;&gt;`,10
<returns>`TryOption&lt;OptionAsync&lt;A&gt;&gt;`,10
<returns>`Seq&lt;Lst&lt;B&gt;&gt;`,10
edits,10
Copy,10
<returns>`Try&lt;Try&lt;B&gt;&gt;`,10
<returns>`Try&lt;OptionUnsafe&lt;B&gt;&gt;`,10
<returns>`IEnumerable&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`HashSet&lt;TryOption&lt;B&gt;&gt;`,10
<returns>`IEnumerable&lt;Option&lt;B&gt;&gt;`,10
<returns>`OptionAsync&lt;Task&lt;A&gt;&gt;`,10
obtained,10
queue,10
<returns>`TryOption&lt;Set&lt;B&gt;&gt;`,10
<returns>`Arr&lt;TryOption&lt;B&gt;&gt;`,10
<returns>`Option&lt;Lst&lt;B&gt;&gt;`,10
<returns>`Try&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`TryAsync&lt;TryOptionAsync&lt;A&gt;&gt;`,10
When,10
\rhs,\,10
<returns>`TryOption&lt;Try&lt;B&gt;&gt;`,10
expects,10
<returns>`Set&lt;Task&lt;A&gt;&gt;`,10
<returns>`OptionUnsafe&lt;Lst&lt;B&gt;&gt;`,10
<returns>`Option&lt;Set&lt;B&gt;&gt;`,10
<returns>`Option&lt;HashSet&lt;B&gt;&gt;`,10
<returns>`Arr&lt;TryAsync&lt;A&gt;&gt;`,10
y);,10
<returns>`OptionUnsafe&lt;TryOption&lt;B&gt;&gt;`,10
<returns>`TryAsync&lt;Task&lt;A&gt;&gt;`,10
<returns>`Option&lt;Seq&lt;B&gt;&gt;`,10
<returns>`Try&lt;TryOptionAsync&lt;A&gt;&gt;`,10
<returns>`TryOptionAsync&lt;Task&lt;A&gt;&gt;`,10
Lazily,10
<returns>`Seq&lt;TryOption&lt;B&gt;&gt;`,10
<returns>`IEnumerable&lt;TryOption&lt;B&gt;&gt;`,10
<returns>`OptionUnsafe&lt;OptionAsync&lt;A&gt;&gt;`,10
EQ,10
<returns>`OptionUnsafe&lt;Arr&lt;B&gt;&gt;`,10
<returns>`TryOptionAsync&lt;TryOptionAsync&lt;A&gt;&gt;`,10
http://en.wikipedia.org/wiki/AVL_tree,10
That,10
pair,10
<returns>`HashSet&lt;Task&lt;A&gt;&gt;`,10
<returns>`Seq&lt;Try&lt;B&gt;&gt;`,10
<returns>`HashSet&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`IEnumerable&lt;Task&lt;A&gt;&gt;`,10
<returns>`Try&lt;OptionAsync&lt;A&gt;&gt;`,10
<returns>`Arr&lt;HashSet&lt;B&gt;&gt;`,10
<returns>`Set&lt;Option&lt;B&gt;&gt;`,10
unaltered,10
objects,10
Function,10
<returns>`Lst&lt;Seq&lt;B&gt;&gt;`,10
<returns>`Arr&lt;OptionAsync&lt;A&gt;&gt;`,10
found,10
<returns>`Option&lt;TryOption&lt;B&gt;&gt;`,10
<returns>`TryOption&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`OptionUnsafe&lt;Option&lt;B&gt;&gt;`,10
<returns>`TryOption&lt;OptionUnsafe&lt;B&gt;&gt;`,10
<returns>`HashSet&lt;TryOptionAsync&lt;A&gt;&gt;`,10
culture-specific,10
needs,10
self-balancing,10
<returns>`Lst&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`Arr&lt;Arr&lt;B&gt;&gt;`,10
<returns>`Seq&lt;HashSet&lt;B&gt;&gt;`,10
<returns>`OptionUnsafe&lt;Try&lt;B&gt;&gt;`,10
<returns>`Seq&lt;OptionUnsafe&lt;B&gt;&gt;`,10
done,10
<returns>`Set&lt;HashSet&lt;B&gt;&gt;`,10
<returns>`Arr&lt;Task&lt;A&gt;&gt;`,10
<returns>`Seq&lt;Set&lt;B&gt;&gt;`,10
ValueIsNullException,10
<returns>`IEnumerable&lt;Try&lt;B&gt;&gt;`,10
\name="\Left"\>Folder\,10
keyword,10
<returns>`Lst&lt;TryOption&lt;B&gt;&gt;`,10
};,10
<returns>`Seq&lt;Option&lt;B&gt;&gt;`,10
<returns>`Task&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`HashSet&lt;OptionUnsafe&lt;B&gt;&gt;`,10
<returns>`TryOptionAsync&lt;TryAsync&lt;A&gt;&gt;`,10
first),10
<returns>`Seq&lt;Arr&lt;B&gt;&gt;`,10
<returns>`IEnumerable&lt;OptionUnsafe&lt;B&gt;&gt;`,10
<returns>`IEnumerable&lt;Arr&lt;B&gt;&gt;`,10
<returns>`Try&lt;HashSet&lt;B&gt;&gt;`,10
f),10
<returns>`Lst&lt;Option&lt;B&gt;&gt;`,10
<returns>`Task&lt;OptionAsync&lt;A&gt;&gt;`,10
<returns>`OptionAsync&lt;OptionAsync&lt;A&gt;&gt;`,10
Silently,10
<returns>`TryOption&lt;Lst&lt;B&gt;&gt;`,10
struct,10
\name="\mapper"\>Map\,9
attempt,9
`O(log,9
call:,9
<returns>`Arr&lt;IEnumerable&lt;B&gt;&gt;`,9
unit;,9
provided</returns>,9
<returns>`OptionUnsafe&lt;IEnumerable&lt;B&gt;&gt;`,9
information,9
\name="\defaultLeftValue"\>Default\,9
<returns>`Set&lt;IEnumerable&lt;B&gt;&gt;`,9
expr,9
Concatenate,9
pushed,9
way,9
Identity,9
Task&lt;A&gt;&gt;`</returns>,9
Bi-bind,9
<returns>`Try&lt;IEnumerable&lt;B&gt;&gt;`,9
(sum),9
<returns>`Seq&lt;IEnumerable&lt;B&gt;&gt;`,9
issue,9
OptionAsync&lt;A&gt;&gt;`</returns>,9
List,9
generic,9
curry(f);,9
Left(),9
structure:,9
see,9
replace,9
BottomException,9
token,9
TryOptionAsync&lt;A&gt;&gt;`</returns>,9
<returns>Action,9
R2,9
Parser,9
Assert.Throws<Exception>((),9
\FAIL,\,9
bird,9
sets</returns>,9
\name="\self"\>TrTry\,9
...),9
n,9
<returns>`HashSet&lt;IEnumerable&lt;B&gt;&gt;`,9
Curry,9
\name="\a"\>None\,9
Predicate,9
<returns>`IEnumerable&lt;IEnumerable&lt;B&gt;&gt;`,9
Count,9
efficient,9
<returns>`TryOption&lt;IEnumerable&lt;B&gt;&gt;`,9
negated,9
calling:,9
TryAsync&lt;A&gt;&gt;`</returns>,9
ended,9
message,9
Or,9
\name="\defaultLeftValue"\>Function\,9
\name="\ma"\>This</param>\,9
leftValue,9
Attempt,9
node,9
dictionary,9
<returns>`Lst&lt;IEnumerable&lt;B&gt;&gt;`,9
because,9
<returns>`Option&lt;IEnumerable&lt;B&gt;&gt;`,9
RWS,9
block,9
Pop,9
\name="\ma"\>Monad\,9
Negate,9
negate</param>,9
opt,9
maintain,9
\both,\,9
precedence,9
available,9
alternative,9
Uses,9
Initializes,9
asynchronously,8
Option&lt;B&gt;&gt;`</returns>,8
<returns>`OptionAsync&lt;Arr&lt;A&gt;&gt;`,8
\name="\predicates"\>The\,8
base(x),8
<returns>`TryOptionAsync&lt;Seq&lt;A&gt;&gt;`,8
<returns>`Task&lt;HashSet&lt;A&gt;&gt;`,8
<returns>`TryAsync&lt;Option&lt;A&gt;&gt;`,8
dropped</returns>,8
Always,8
<returns>`TryOptionAsync&lt;OptionUnsafe&lt;A&gt;&gt;`,8
\name="\bind"\>Bind\,8
satisfy,8
'count',8
Quad-fold,8
act((string,8
tuples),8
\name="\fb"\>IEnumerable\,8
Integer,8
<returns>`TryAsync&lt;TryOptionAsync&lt;B&gt;&gt;`,8
\name="\Empty"\>Match\,8
Derive,8
<returns>`Task&lt;Seq&lt;A&gt;&gt;`,8
EitherRight,8
lambda,8
enumerables,8
Validation</returns>,8
\Action&lt;string,Unit&gt;\,8
\name="\pair"\>Pair\,8
<returns>`Task&lt;Option&lt;A&gt;&gt;`,8
memoized,8
<returns>`TryAsync&lt;HashSet&lt;A&gt;&gt;`,8
calls,8
<returns>`OptionAsync&lt;TryOption&lt;A&gt;&gt;`,8
non-empty</param>,8
\name="\selector"\>Predicate</param>\,8
a),8
double>,8
<returns>IEnumerable,8
faulted</returns>,8
sequence</typeparam>,8
want,8
statement,8
TryOption&lt;B&gt;&gt;`</returns>,8
(int,8
string&gt;,8
<returns>`TryAsync&lt;Set&lt;A&gt;&gt;`,8
\faulted,\,8
\name="\FR"\>Target\,8
<returns>`TryAsync&lt;TryOption&lt;A&gt;&gt;`,8
Right(),8
<returns>`TryOptionAsync&lt;OptionAsync&lt;B&gt;&gt;`,8
invoked</returns>,8
<returns>`TryOptionAsync&lt;TryOption&lt;A&gt;&gt;`,8
<returns>`OptionAsync&lt;Try&lt;A&gt;&gt;`,8
\name="\other"\>Second\,8
These,8
reduce</param>,8
optimal,8
IEnumerator,8
<returns>`TryOptionAsync&lt;Option&lt;A&gt;&gt;`,8
thereis(x);,8
search</param>,8
||,8
\Func&lt;int,int,int&gt;\,8
<returns>`OptionAsync&lt;OptionUnsafe&lt;A&gt;&gt;`,8
<returns>`Task&lt;OptionAsync&lt;B&gt;&gt;`,8
<returns>`TryOptionAsync&lt;Arr&lt;A&gt;&gt;`,8
'pred',8
about,8
<returns>`OptionAsync&lt;Seq&lt;A&gt;&gt;`,8
zeroThe,8
'label',8
<returns>`TryOptionAsync&lt;Lst&lt;A&gt;&gt;`,8
Try&lt;B&gt;&gt;`</returns>,8
<returns>`TryOptionAsync&lt;Try&lt;A&gt;&gt;`,8
\(A,\,8
local,8
other:,8
true</returns>,8
s,8
<returns>`TryOptionAsync&lt;HashSet&lt;A&gt;&gt;`,8
<returns>`Task&lt;OptionUnsafe&lt;A&gt;&gt;`,8
\name="\Term2"\>Second\,8
OptionAsyncal,8
ISubtractable,8
IEnumerable&lt;B&gt;&gt;`</returns>,8
whose,8
\found,\,8
\Func&lt;string,Unit&gt;\,8
structural,8
\output,\,8
<returns>`Task&lt;Arr&lt;A&gt;&gt;`,8
\name="\V"\>Target\,8
\name="\R"\>Result\,8
thereIs,8
\name="\pred"\>The\,8
failed,8
Unit</returns>,8
<returns>`TryOptionAsync&lt;Set&lt;A&gt;&gt;`,8
cache,8
\name="\U"\>Target\,8
\name="\value"\>Non-null\,8
<returns>`OptionAsync&lt;Task&lt;B&gt;&gt;`,8
\name="\T"\>Set\,8
Lst&lt;B&gt;&gt;`</returns>,8
<returns>Func,8
\name="\value"\>The\,8
\name="\map"\>Functor\,8
fluently,8
OptionUnsafe&lt;B&gt;&gt;`</returns>,8
<returns>`OptionAsync&lt;Option&lt;A&gt;&gt;`,8
<returns>`TryAsync&lt;Seq&lt;A&gt;&gt;`,8
\name="\leftMap"\>Function\,8
<returns>Joined,8
Seq&lt;B&gt;&gt;`</returns>,8
items</param>,8
{},8
<returns>`OptionAsync&lt;Set&lt;A&gt;&gt;`,8
.NET,8
<returns>`TryAsync&lt;Lst&lt;A&gt;&gt;`,8
<returns>`TryAsync&lt;OptionUnsafe&lt;A&gt;&gt;`,8
Retrieves,8
supplies,8
\name="\C"\>Mapped\,8
occur,8
<returns>`TryAsync&lt;Task&lt;B&gt;&gt;`,8
act(thereIs);,8
\name,\,8
raised,8
Bi-fold,8
<returns>`OptionAsync&lt;Lst&lt;A&gt;&gt;`,8
<returns>`OptionAsync&lt;TryAsync&lt;B&gt;&gt;`,8
control,8
Joins,8
Console.WriteLine(x));,8
take,8
monoid,8
<returns>`OptionAsync&lt;OptionAsync&lt;B&gt;&gt;`,8
fun((int,8
<returns>`TryOptionAsync&lt;TryAsync&lt;B&gt;&gt;`,8
<returns>`Task&lt;TryAsync&lt;B&gt;&gt;`,8
\name="\f"\>Bind\,8
\Either,\,8
dropping,8
\name="\ma"\>Either\,8
Key/Value,8
<returns>Updated,8
if(a,8
support,8
See,8
Not,8
HashSet&lt;B&gt;&gt;`</returns>,8
<returns>`TryAsync&lt;Try&lt;A&gt;&gt;`,8
Console.WriteLine(x),8
<returns>`OptionAsync&lt;TryOptionAsync&lt;B&gt;&gt;`,8
<returns>`TryAsync&lt;TryAsync&lt;B&gt;&gt;`,8
maximum,8
\name="\fb"\>sequence\,8
rightMap,8
retained,8
<returns>`TryOptionAsync&lt;Task&lt;B&gt;&gt;`,8
<returns>`TryAsync&lt;OptionAsync&lt;B&gt;&gt;`,8
words,8
\Func&lt;string,\,8
Equivalent,8
(as,8
Look,8
arbitrary,8
multi-item,8
<returns>`Task&lt;Task&lt;B&gt;&gt;`,8
bits,8
usage,8
\name="\zipper"\>Join\,8
<returns>`TryAsync&lt;Arr&lt;A&gt;&gt;`,8
Set&lt;B&gt;&gt;`</returns>,8
<returns>`Task&lt;TryOption&lt;A&gt;&gt;`,8
IEnumerables,8
<returns>`Task&lt;Set&lt;A&gt;&gt;`,8
`MA`,8
\name="\Right"\>Predicate</param>\,8
<returns>`Task&lt;Lst&lt;A&gt;&gt;`,8
your,8
Arr&lt;B&gt;&gt;`</returns>,8
options,8
<returns>`TryOptionAsync&lt;TryOptionAsync&lt;B&gt;&gt;`,8
Tri-fold,8
old,8
<returns>`Task&lt;TryOptionAsync&lt;B&gt;&gt;`,8
helper;,8
<returns>`OptionAsync&lt;HashSet&lt;A&gt;&gt;`,8
\name="\value"\>Right\,8
\name="\Term1"\>First\,8
Action&lt;string&gt;,8
d),8
<returns>`Task&lt;Try&lt;A&gt;&gt;`,8
pass,7
\name="\SuccAsync"\>Delegate\,7
\name="\list"\>First\,7
newly,7
<returns>IEnumerator,7
contain,7
becomes,7
arithmetic,7
\name="\rhs"\>Second\,7
term,7
\name="\B"\></typeparam>\,7
`true`</returns>,7
merged,7
comments,7
nor,7
scans,7
FloatType,7
errors,7
Tail,7
processing,7
raising,7
<returns>False</returns>,7
Functional,7
\name="\arg2"\>Try\,7
sure,7
\name="\B"\>Returned\,7
'value',7
`MB`,7
equal;,7
<remarks>Note,7
\name="\failValue"\>Default\,7
\name="\v"\>Bound\,7
\note,\,7
implication,7
accessors,7
fractional,7
<returns>Concatenated,7
\IEnumerable,\,7
null</remarks>,7
declare,7
>=,7
similar,7
\`b`,\,7
'where',7
instances,7
variant,7
implementing,7
\W,\,7
aware,7
\is,\,7
<returns>State,7
breaks,7
thrown,7
consumed,7
<returns>`OptionAsync&lt;IEnumerable&lt;A&gt;&gt;`,7
\name="\Ret"\></typeparam>\,7
EitherAsync</returns>,7
Deserialisation,7
<returns>True</returns>,7
Rs</returns>,7
\name="\arg1"\>Try\,7
\name="\A"\>First\,7
break,7
Writer,7
very,7
<returns>`TryOptionAsync&lt;IEnumerable&lt;A&gt;&gt;`,7
associativity,7
K,7
'set'</returns>,7
variable,7
`Succ`,7
\Some,\,7
\name="\W"\>Type\,7
extension,7
target,7
tail,7
Useful,7
underlying,7
R2</returns>,7
\name="\B"\>Second\,7
x</param>,7
\Monad<Unit,\,7
`a`</returns>,7
makes,7
\name="\ma"\>Try\,7
needlessly,7
neither,7
trigger,7
<returns>`TryAsync&lt;IEnumerable&lt;A&gt;&gt;`,7
Rs,7
Attempts,7
\name="\tryDel"\>Try\,7
Numeric,7
grammar,7
means,7
Then,7
every,7
bi-conditional,7
rightValue,7
Helper,7
implies,7
\name="\K"\>Key\,7
\TInt,\,7
\name="\lhs"\>First\,7
`Success`,7
<returns>`Task&lt;IEnumerable&lt;A&gt;&gt;`,7
Gets,7
Also,7
Bind,7
\name="\self"\>computation\,7
Haskell,7
`Validation`,7
expression),7
set.</remarks>,7
\,\,7
literal,7
\name="\A"\>sequence\,7
<returns>Some(T),7
exists),7
\null,\,6
times,6
ma),6
<c>e^x</c></returns>,6
\name="\item"\>Item\,6
16-bit,6
upon,6
`OptionUnsafe&lt;Seq&lt;A&gt;&gt;`</param>,6
`TryOption&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
<returns>`Seq&lt;OptionAsync&lt;B&gt;&gt;`,6
\['c'],[]]\,6
<c>tanh(x)</c></returns>,6
Metres(double,6
`OptionUnsafe&lt;Lst&lt;A&gt;&gt;`</param>,6
lhs.Divide(rhs);,6
type's,6
.With&lt;ArgumentNullException&gt;(e,6
`Try&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
\name="\head"\>Head\,6
<summary>Raises,6
`Set&lt;Seq&lt;A&gt;&gt;`</param>,6
`k`,6
duplicates,6
`HashSet&lt;Lst&lt;A&gt;&gt;`</param>,6
`HashSet&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
<returns>`Try&lt;Task&lt;B&gt;&gt;`,6
created,6
MONADB,6
`Arr&lt;Try&lt;A&gt;&gt;`</param>,6
\name="\self"\>Foldable\,6
\tails(['a','b','c'])\,6
`Option&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
aid,6
<returns>`Option&lt;TryOptionAsync&lt;B&gt;&gt;`,6
<returns>`HashSet&lt;TryOptionAsync&lt;B&gt;&gt;`,6
Does,6
`Left`,6
`Seq&lt;Arr&lt;A&gt;&gt;`</param>,6
values</typeparam>,6
<returns>`Lst&lt;Task&lt;B&gt;&gt;`,6
strongly,6
(t.Tag,6
affecting,6
(),6
'early,6
exponential</param>,6
messages,6
\<c>acos(x)</c>,\,6
\Func<A,\,6
`Set&lt;Try&lt;A&gt;&gt;`</param>,6
`HashSet&lt;Try&lt;A&gt;&gt;`</param>,6
`Try&lt;HashSet&lt;A&gt;&gt;`</param>,6
`Set&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
asynchronously</param>,6
NewType(x),6
ever,6
No,6
\str("\let"\)\,6
<returns>Enumerable,6
value-types,6
`TryOption&lt;Try&lt;A&gt;&gt;`</param>,6
accepted</exception>,6
`Either`,6
`Try&lt;Lst&lt;A&gt;&gt;`</param>,6
`TryOption&lt;Arr&lt;A&gt;&gt;`</param>,6
`Lst&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
`Arr&lt;HashSet&lt;A&gt;&gt;`</param>,6
`p`,6
.Left(...),6
`Option&lt;HashSet&lt;A&gt;&gt;`</param>,6
`Set&lt;Option&lt;A&gt;&gt;`</param>,6
<returns>Context,6
using(...),6
boxing,6
<returns>`Try&lt;TryOptionAsync&lt;B&gt;&gt;`,6
reversed,6
\.Otherwise("\Not\,6
https://wiki.haskell.org/Newtype,6
`IEnumerable&lt;Arr&lt;A&gt;&gt;`</param>,6
Try</returns>,6
`Lst&lt;Set&lt;A&gt;&gt;`</param>,6
`Option&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
`OptionUnsafe&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
<returns>`TryOption&lt;OptionAsync&lt;B&gt;&gt;`,6
Context,6
`Option&lt;Arr&lt;A&gt;&gt;`</param>,6
`Option&lt;Seq&lt;A&gt;&gt;`</param>,6
<returns>0,6
\"\It's\,6
`IEnumerable&lt;TryOption&lt;A&gt;&gt;`</param>,6
\ma,\,6
type.</returns>,6
issues,6
logarithm.</param>,6
inspired,6
hasn't,6
operation:,6
\<c>asin(x)</c>,\,6
(like,6
`OptionUnsafe&lt;Option&lt;A&gt;&gt;`</param>,6
ReplyTag.OK),6
segments,6
<returns>`Lst&lt;TryOptionAsync&lt;B&gt;&gt;`,6
<summary>Calculates,6
<returns>`TryOption&lt;Task&lt;B&gt;&gt;`,6
Taking,6
Haskell's,6
`TryOption&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
\monad,\,6
formatting,6
str,6
backwards,6
'newtype',6
\Comparable,\,6
InvalidOperationException,6
<returns>`Set&lt;TryAsync&lt;B&gt;&gt;`,6
fun,6
\name="\pairs"\>Range\,6
\name="\LeftAsync"\>Function\,6
`Lst&lt;Option&lt;A&gt;&gt;`</param>,6
\cref="\InvalidOperationException"\>Stack\,6
Zero,6
\name="\RightAsync"\>Function\,6
clock,6
legal,6
<returns>`HashSet&lt;Task&lt;B&gt;&gt;`,6
\name="\Else"\>The\,6
`Try&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
IMultiplicable,6
\name="\leftValue"\>Value\,6
`Set&lt;Set&lt;A&gt;&gt;`</param>,6
respect,6
(first),6
\<c>atan(x)</c>,\,6
`HashSet&lt;Seq&lt;A&gt;&gt;`</param>,6
\Bind<MONADB,\,6
failure,6
<returns>`Set&lt;OptionAsync&lt;B&gt;&gt;`,6
\"\Arg\,6
cancels,6
`IEnumerable&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
\[['a','b','c'],\,6
<returns>`IEnumerable&lt;OptionAsync&lt;B&gt;&gt;`,6
<returns>`Seq&lt;TryAsync&lt;B&gt;&gt;`,6
legacy,6
(only,6
`Option&lt;Set&lt;A&gt;&gt;`</param>,6
extracting,6
`OptionUnsafe&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
`Lst&lt;TryOption&lt;A&gt;&gt;`</param>,6
\Functor,\,6
`Try&lt;TryOption&lt;A&gt;&gt;`</param>,6
found</exception>,6
Remarks:,6
`Lst&lt;Try&lt;A&gt;&gt;`</param>,6
`IEnumerable&lt;HashSet&lt;A&gt;&gt;`</param>,6
\bind,\,6
\name="\None"\>Function\,6
<returns>`Lst&lt;OptionAsync&lt;B&gt;&gt;`,6
combine,6
this:,6
\name="\self"\>List</param>\,6
however,6
isnull(value).</returns>,6
lines,6
bank,6
inside,6
Head,6
\['b','c'],\,6
`HashSet&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
<returns>`Arr&lt;TryAsync&lt;B&gt;&gt;`,6
Right</returns>,6
`Seq&lt;HashSet&lt;A&gt;&gt;`</param>,6
EqualityComparer.Default,6
<returns>`Arr&lt;Task&lt;B&gt;&gt;`,6
apply</typeparam>,6
t.Reply.Tag,6
type-class</typeparam>,6
`IEnumerable&lt;Seq&lt;A&gt;&gt;`</param>,6
Alias,6
`Seq&lt;Set&lt;A&gt;&gt;`</param>,6
`Seq&lt;Try&lt;A&gt;&gt;`</param>,6
`Set&lt;Lst&lt;A&gt;&gt;`</param>,6
`Seq&lt;TryOption&lt;A&gt;&gt;`</param>,6
`Seq&lt;Seq&lt;A&gt;&gt;`</param>,6
<c>x^y</c>.</returns>,6
.With&lt;SystemException&gt;(e,6
`Seq&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
report,6
\name="\value"\></param>\,6
<c>acosh(x)</c>.</returns>,6
`IEnumerable&lt;Lst&lt;A&gt;&gt;`</param>,6
<returns>`Try&lt;TryAsync&lt;B&gt;&gt;`,6
\name="\items"\>Items</param>\,6
\Appendable,\,6
different,6
\null"\)\,6
`IEnumerable&lt;Try&lt;A&gt;&gt;`</param>,6
exponential,6
Handles,6
\name="\noneHandler"\>None\,6
\A>(lhs,\,6
<returns>Return,6
`IEnumerable&lt;Option&lt;A&gt;&gt;`</param>,6
IDivisible,6
`TryOption&lt;TryOption&lt;A&gt;&gt;`</param>,6
///,6
<returns>`OptionUnsafe&lt;Task&lt;B&gt;&gt;`,6
size,6
<returns>`Try&lt;OptionAsync&lt;B&gt;&gt;`,6
compares,6
`Lst&lt;Lst&lt;A&gt;&gt;`</param>,6
`Arr&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
`Lst&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
`Arr&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
<c>sin(x)</c></returns>,6
Value-types,6
ask<string>(),6
`IEnumerable&lt;Set&lt;A&gt;&gt;`</param>,6
\name="\RightAsync"\>Right\,6
`Set&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
MB,6
in-order,6
lhs.Subtract(rhs);,6
\exception"\)\,6
<returns>`Lst&lt;TryAsync&lt;B&gt;&gt;`,6
<returns>`Seq&lt;TryOptionAsync&lt;B&gt;&gt;`,6
calculated.</param>,6
Reader,6
B),6
Eq,6
`OptionUnsafe&lt;TryOption&lt;A&gt;&gt;`</param>,6
code</returns>,6
\stack,\,6
`TryOption&lt;HashSet&lt;A&gt;&gt;`</param>,6
compatibility</remarks>,6
`Lst&lt;Seq&lt;A&gt;&gt;`</param>,6
get:,6
conversions,6
followed,6
`Seq&lt;IEnumerable&lt;A&gt;&gt;`</param>,6
Subsequent,6
`HashSet&lt;Set&lt;A&gt;&gt;`</param>,6
<returns>`HashSet&lt;OptionAsync&lt;B&gt;&gt;`,6
precision,6
convenience,6
`Set&lt;TryOption&lt;A&gt;&gt;`</param>,6
ResultTag.Empty,6
<returns>`HashSet&lt;TryAsync&lt;B&gt;&gt;`,6
reservedOp(name),6
`Set&lt;Arr&lt;A&gt;&gt;`</param>,6
implicitly,6
`Try&lt;Arr&lt;A&gt;&gt;`</param>,6
<returns>`OptionUnsafe&lt;OptionAsync&lt;B&gt;&gt;`,6
here,6
\equals<EQ,\,6
\Left,\,6
`Option&lt;Lst&lt;A&gt;&gt;`</param>,6
`TryOption&lt;Lst&lt;A&gt;&gt;`</param>,6
<returns>`Set&lt;TryOptionAsync&lt;B&gt;&gt;`,6
MB>,6
`Seq&lt;Option&lt;A&gt;&gt;`</param>,6
<c>log,6
<c>cos(x)</c></returns>,6
`OptionUnsafe&lt;Set&lt;A&gt;&gt;`</param>,6
<returns>`Option&lt;TryAsync&lt;B&gt;&gt;`,6
`OptionUnsafe&lt;HashSet&lt;A&gt;&gt;`</param>,6
<returns>`IEnumerable&lt;TryOptionAsync&lt;B&gt;&gt;`,6
OptionUnsafes,6
`Lst&lt;HashSet&lt;A&gt;&gt;`</param>,6
`Option&lt;Option&lt;A&gt;&gt;`</param>,6
`Arr&lt;Option&lt;A&gt;&gt;`</param>,6
await,6
<c>sqrt(x)</c>.</returns>,6
handle,6
<c>sinh(x)</c></returns>,6
`Arr&lt;Arr&lt;A&gt;&gt;`</param>,6
\Foldable,\,6
\name="\foldable"\>Foldable</param>\,6
<returns>`IEnumerable&lt;TryAsync&lt;B&gt;&gt;`,6
empty</exception>,6
name,6
`Option&lt;TryOption&lt;A&gt;&gt;`</param>,6
\`Either`,\,6
root.</param>,6
Peek,6
separately,6
<returns>`TryOption&lt;TryAsync&lt;B&gt;&gt;`,6
`TryOption&lt;Seq&lt;A&gt;&gt;`</param>,6
floating-point,6
Flatten,6
<c>asinh(x)</c>.</returns>,6
`Try&lt;Set&lt;A&gt;&gt;`</param>,6
<c>atanh(x)</c></returns>,6
`Arr&lt;Lst&lt;A&gt;&gt;`</param>,6
`IEnumerable&lt;OptionUnsafe&lt;A&gt;&gt;`</param>,6
handling,6
`Set&lt;HashSet&lt;A&gt;&gt;`</param>,6
<returns>`Set&lt;Task&lt;B&gt;&gt;`,6
`Lst&lt;Arr&lt;A&gt;&gt;`</param>,6
<returns>Writer,6
Each,6
radians.</returns>,6
log,6
`OptionUnsafe&lt;Try&lt;A&gt;&gt;`</param>,6
non-null</param>,6
sine</summary>,6
<returns>`Option&lt;Task&lt;B&gt;&gt;`,6
`Try&lt;Seq&lt;A&gt;&gt;`</param>,6
\Equatable,\,6
text,6
\name="\Tail"\>Match\,6
Skips,6
<c>ln(x)</c>.</returns>,6
according,6
To,6
\name="\value"\>Either\,6
\string>(lhs,\,6
one),6
\name="\right"\>Action\,6
`HashSet&lt;TryOption&lt;A&gt;&gt;`</param>,6
automatically,6
operations</returns>,6
it.</returns>,6
<returns>`TryOption&lt;TryOptionAsync&lt;B&gt;&gt;`,6
<returns>`Arr&lt;TryOptionAsync&lt;B&gt;&gt;`,6
\name="\LeftAsync"\>Left\,6
